idx,rsmi,psmi,ea,dh
3594,[C:1]([C:2](=[O:3])[C:4](=[O:5])[H:9])([H:6])([H:7])[H:8],[C:1](=[C:2]=[O:3])([H:7])[H:8].[C:4](=[O:5])([H:6])[H:9],71.72640045,21.71838429
3595,[C:1]([C:2](=[O:3])[C:4](=[O:5])[H:9])([H:6])([H:7])[H:8],[C:1]([C-:2]=[O+:3][C:4](=[O:5])[H:9])([H:6])([H:7])[H:8],56.01100553,54.93915631
3596,[C:1]([C:2](=[O:3])[C:4](=[O:5])[H:9])([H:6])([H:7])[H:8],[C:1](=[C:2]([O:3][H:6])[C:4](=[O:5])[H:9])([H:7])[H:8],63.85521093,12.7823972
3597,[C:1]([C:2](=[O:3])[C:4](=[O:5])[H:9])([H:6])([H:7])[H:8],[C-:4]#[O+:5].[C:1]([C:2][O:3][H:9])([H:6])([H:7])[H:8],55.70725464,53.21326125
3598,[C:1]([C:2](=[O:3])[C:4](=[O:5])[H:9])([H:6])([H:7])[H:8],[C:1]([c:2]1[o:3][o:5][c:4]1[H:9])([H:6])([H:7])[H:8],84.55095443,83.62977511
3599,[C:1]([C:2](=[O:3])[C:4](=[O:5])[H:9])([H:6])([H:7])[H:8],[C-:2]#[O+:3].[C:1]([C:4](=[O:5])[H:9])([H:6])([H:7])[H:8],52.17860234,2.509747942
3600,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:10])[C@@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C:5]1)([H:7])([H:8])[H:9].[O:6]([H:15])[H:16],72.72733682,72.33806744
3601,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3][C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9].[C:4]([H:11])([H:12])([H:13])[H:14],89.70919129,82.42770499
3602,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C:5]1=[O:6])([H:7])([H:8])[H:9].[H:15][H:16],82.87201731,15.42273567
3603,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([O:6][H:16])([H:7])([H:8])[H:9].[C:2]1([H:10])=[C:5]([H:15])[C:3]1([C:4]([H:12])([H:13])[H:14])[H:11],100.8929514,43.8255128
3604,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3](=[C:4]([H:12])[H:14])[H:11])([C:5](=[O:6])[H:15])[H:10])([H:7])([H:8])[H:9].[H:13][H:16],37.71954047,2.077080369
3605,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C:2][C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5]([O:6][H:16])([H:10])[H:15])[H:11])([H:7])([H:8])[H:9],67.85931096,62.83958595
3606,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:9])[H:10])([H:7])[H:8].[C:3](\[C:4]([H:12])([H:13])[H:14])(=[C:5](\[O:6][H:16])[H:15])[H:11],76.04892497,5.724197602
3607,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C@@:3]([C:4]([H:12])([H:13])[H:14])([O:6][H:16])[H:11])([C:5][H:15])[H:10])([H:7])([H:8])[H:9],86.93223611,69.91234879
3608,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:5]([C:3][C:4]([H:12])([H:13])[H:14])([O:6][H:16])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9],64.87759752,57.65164304
3609,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:8])[C@:2]2([H:10])[C@@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]12[H:15].[O:6]([H:9])[H:16],91.74118257,29.39619974
3610,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1](=[C:2]([C:5]([C:3](=[C:4]([H:12])[H:14])[H:11])([O:6][H:16])[H:15])[H:10])([H:7])[H:8].[H:9][H:13],50.24791753,21.64327342
3611,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]([C:4]([H:12])([H:13])[H:14])([H:11])[H:15])([C:5][O:6][H:16])[H:10])([H:7])([H:8])[H:9],50.02895459,31.87963851
3612,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3](=[C:5](\[O:6][H:16])[H:15])[H:11])([C:4]([H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],88.36713417,-10.72531718
3613,[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1](=[C:2]([C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5]([O:6][H:7])([H:15])[H:16])[H:11])[H:10])([H:8])[H:9],64.50079991,-6.173069063
3614,[o:1]1[c:2]([H:6])[n:3][n:4][c:5]1[H:7],[C:2](#[N:3])[H:6].[O:1]=[C:5]=[N:4][H:7],56.84984457,-13.61860055
3615,[o:1]1[c:2]([H:6])[n:3][n:4][c:5]1[H:7],[C:2](#[N:3])[H:6].[O:1][C:5](=[N:4])[H:7],85.75623246,70.53398203
3616,[o:1]1[c:2]([H:6])[n:3][n:4][c:5]1[H:7],[O-:1][C:2](=[N:3][N+:4]#[C:5][H:7])[H:6],34.74038126,28.80695566
3617,[o:1]1[c:2]([H:6])[n:3][n:4][c:5]1[H:7],[O+:1]([C-:2]([N+:3]#[N:4])[H:6])=[C-:5][H:7],114.1548012,90.32675207
3618,[o:1]1[c:2]([H:6])[n:3][n:4][c:5]1[H:7],[N:3]#[N:4].[O+:1](=[C-:2][H:6])[C:5][H:7],98.02435122,96.00220765
3619,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1](=[C:2]=[C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7])[H:8],89.6355116,21.21163496
3620,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N+:1](#[C-:2])[C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],56.67945699,19.5602226
3621,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1]#[C:2][C:3]([C:6]([N:4]=[C:5]([H:9])[H:10])([H:11])[H:12])([H:7])[H:8],85.32204568,-18.90425306
3622,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1]1=[C:2]([C:3]([N:4]=[C:5]([H:9])[H:10])([H:7])[H:8])[C:6]1([H:11])[H:12],61.60662007,20.49422066
3623,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1](=[C:2]=[C:3]([H:7])[H:8])[H:11].[N:4]1=[C:6]([H:12])[C:5]1([H:9])[H:10],51.60584321,36.98586786
3624,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[C-:3]([N+:4]1=[C:5]([H:9])[C:6]1([H:11])[H:12])([H:7])[H:8].[N:1]#[C:2][H:10],58.09444237,49.88225638
3625,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1]#[C:2][C:3]([N+:4]1([H:9])[C-:5]([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],65.64216425,53.4573164
3626,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1](=[C:2]=[C:3]([H:7])[H:8])[N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12],71.20116276,32.97947093
3627,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1]1([H:10])[C:2][C:3]([H:7])([H:8])[N:4]2[C@@:5]1([H:9])[C:6]2([H:11])[H:12],70.55287059,34.55681915
3628,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[H:8][H:9].[N:1]#[C:2][C-:3]([N+:4]1=[C:5]([H:10])[C:6]1([H:11])[H:12])[H:7],63.37789873,47.70199946
3629,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N+:1](#[C-:2])[C:5]([C:6]([N:4]=[C:3]([H:7])[H:8])([H:11])[H:12])([H:9])[H:10],58.64176005,1.86356664
3630,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N+:1](=[C-:2][C:3]([N:4]=[C:5]([H:9])[H:10])([H:7])[H:8])=[C:6]([H:11])[H:12],53.21212919,21.80716993
3631,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1]1=[C:2]([N:4]2[C:5]([H:9])([H:10])[C:6]2([H:11])[H:12])[C:3]1([H:7])[H:8],81.52112024,28.89984899
3632,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[C:5](=[C:6]([H:11])[H:12])([H:9])[H:10].[N:1]#[C:2][N:4]=[C:3]([H:7])[H:8],75.29243423,3.369729734
3633,[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1]#[C:2][C:3]([N+:4]([C-:5]([H:9])[H:10])=[C:6]([H:11])[H:12])([H:7])[H:8],38.47604992,18.53385183
3634,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[O:1]=[C:2](/[C:3](=[N:4]\[C:5](=[O:6])[H:9])[H:7])[H:8],49.44700205,22.13208909
3635,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[C:3](=[N+:4]=[C-:5][H:9])([H:7])[H:8].[O:1]=[C:2]=[O:6],44.65372908,23.69894282
3636,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[O-:1][c:2]1[c:3]([H:7])[n:4]([H:8])[c:5]([H:9])[o+:6]1,55.23650546,14.51036047
3637,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]([H:9])[C-:5]=[O+:6]1,71.19699651,29.70933069
3638,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[O:1]=[C:2]=[C:3](/[N:4]=[C:5](\[O:6][H:7])[H:9])[H:8],48.06458235,30.10268761
3639,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[C:3]1([H:7])([H:8])[N:4]=[C:5]1[H:9].[O:1]=[C:2]=[O:6],76.87487315,23.58221272
3640,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[O:1]=[C:2]1[C:3]([H:8])=[N:4][C:5]([H:7])([H:9])[O:6]1,95.35601087,3.525383245
3641,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]1[C:5](=[O:6])[H:9],47.15669567,30.19177622
3642,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[C:3](=[N:4][C:5](=[O:6])[H:9])([H:7])[H:8].[O+:1]#[C-:2],37.24448287,23.21807478
3643,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[N:4](=[C:5]=[O:6])[H:9].[O:1]=[C:2]=[C:3]([H:7])[H:8],68.98122427,10.78850896
3644,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[N:4]#[C:5][H:9].[O:1]1[C:2](=[O:6])[C:3]1([H:7])[H:8],55.51990031,41.65710925
3645,[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[O:6]1,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[o:6]1)[H:7],74.54441365,18.18051572
3646,[O:1]1[C@@:2]2([H:7])[C@:3]1([H:8])[C@@:4]1([H:9])[O:5][C@@:6]21[H:10],[O:1]1[C:2]([H:7])=[C:6]([H:10])[O:5][C:4]([H:9])=[C:3]1[H:8],47.24916604,-54.83355754
3647,[O:1]1[C@@:2]2([H:7])[C@:3]1([H:8])[C@@:4]1([H:9])[O:5][C@@:6]21[H:10],[O:1]1[C:2]([H:7])=[C:6]([H:10])[C@@:4]2([H:9])[C@:3]1([H:8])[O:5]2,33.18386364,-55.13077757
3648,[O:1]1[C@@:2]2([H:7])[C@:3]1([H:8])[C@@:4]1([H:9])[O:5][C@@:6]21[H:10],[O+:1]1=[C-:2][C@@:6]2([H:10])[C@@:4]([H:9])([C:3]1([H:7])[H:8])[O:5]2,53.54907051,-10.19894162
3649,[O:1]1[C@@:2]2([H:7])[C@:3]1([H:8])[C@@:4]1([H:9])[O:5][C@@:6]21[H:10],[O+:1]1=[C-:2][C@@:3]1([C@@:4]1([H:9])[O:5][C:6]1([H:7])[H:10])[H:8],40.16700982,4.9637725
3650,[O:1]1[C@@:2]2([H:7])[C@:3]1([H:8])[C@@:4]1([H:9])[O:5][C@@:6]21[H:10],[H:7][H:8].[O+:1]1=[C-:2][C@@:6]2([H:10])[C@@:4]([H:9])([C:3]1)[O:5]2,95.55335026,79.79256314
3651,[O:1]1[C@@:2]2([H:7])[C@:3]1([H:8])[C@@:4]1([H:9])[O:5][C@@:6]21[H:10],[O+:1](=[C-:2][H:7])[C@@:3]1([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],75.72359014,46.23233806
3652,[O:1]1[C@@:2]2([H:7])[C@:3]1([H:8])[C@@:4]1([H:9])[O:5][C@@:6]21[H:10],[O:1]=[C:2](/[C:3](=[C:4](\[C:6](=[O:5])[H:10])[H:9])[H:8])[H:7],30.94246523,-78.25909646
3653,[O:1]1[C@@:2]2([H:7])[C@:3]1([H:8])[C@@:4]1([H:9])[O:5][C@@:6]21[H:10],[O:1]=[C:3]([C@@:4]1([H:9])[O:5][C@:6]1([C:2][H:7])[H:10])[H:8],41.24419765,29.53968564
3654,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:6])([H:7])[H:8],[C:1]([C:4]([C:5]([C:2][C:3]([H:9])([H:10])[H:11])([H:14])[H:15])([H:12])[H:13])([H:6])([H:7])[H:8],95.98825348,63.59017043
3655,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([O-:3])=[C:4]([O+:6]=[C:5]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9],42.20560279,29.42918656
3656,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][H:9])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])[H:8],63.95790642,17.33630177
3657,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]=[O:3])([H:7])[H:8].[C:4]1([H:9])([H:10])[C:5]([H:11])([H:12])[O:6]1,80.03171988,23.14778976
3658,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1](/[C:2]([O:3][H:10])=[C:4]1/[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],62.24615502,25.51104605
3659,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:11].[C:2](=[O:3])=[C:4]([C:5](=[O:6])[H:12])[H:10],90.61504515,-15.78293255
3660,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([O-:3])=[C+:4][C:5]([O:6][H:10])([H:11])[H:12])([H:7])([H:8])[H:9],63.53853267,56.15059492
3661,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C@@:4]([C:5][H:11])([O:6][H:12])[H:10])([H:7])([H:8])[H:9],70.48579535,68.5895362
3662,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[O:3][C@:4]12[C:5]([H:11])([H:12])[O:6]2)([H:7])[H:8].[H:9][H:10],91.10881003,59.80312182
3663,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C+:2]=[C:4]([O-:3])[H:10])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:11])[H:12],73.51565319,65.90991967
3664,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:5]([C:4](=[O:6])[H:10])([H:11])[H:12])([H:7])([H:8])[H:9],73.25711952,-23.35909999
3665,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([C:4](=[O:6])[H:10])[O:3][C:5]1([H:11])[H:12])([H:7])([H:8])[H:9],48.1020839,1.793103562
3666,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C-:2]([O:3][H:12])[C@@:4]1([H:10])[C:5]([H:11])=[O+:6]1)([H:7])([H:8])[H:9],94.75093963,64.6195582
3667,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[O+:3][O-:6])[C:4](=[C:5]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9],108.0373896,63.95202145
3668,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:4]([O+:6]=[C-:5][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],75.44608901,45.96498096
3669,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]12[O:3][C@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]2)([H:7])([H:8])[H:9],58.68867257,25.32200833
3670,[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([O-:3])=[C:4]=[O+:6][C:5]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],73.55636021,37.95790276
3671,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]=[C:4]([C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:10])[H:11])([H:7])([H:8])[H:9],81.99070361,-2.647428237
3672,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[C:3]1=[C:4]([C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:8],82.39852003,5.046830437
3673,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[C:4]=[C:5]([H:12])[H:13])[C:6]([H:14])([H:15])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9],75.17191536,-3.312470324
3674,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:4](=[C:3])[C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],56.14567563,48.45384903
3675,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]1=[C:4]([H:14])[C:5]([H:12])([H:13])[C:6]1([H:15])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9],92.42364068,-1.643757183
3676,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:3](\[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:10])[H:11])([H:7])([H:8])[H:9],66.69255619,48.43022897
3677,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C+:2](=[C:3]=[C-:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:11].[C:1]([H:7])([H:8])([H:9])[H:10],75.89159926,69.84372664
3678,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[C:3]1=[C:4]=[C:5]([C:6]([H:14])([H:15])[H:16])[H:12].[H:8][H:13],82.00480232,36.96291139
3679,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:11])[C:3]([H:10])=[C:4]1[C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:7])([H:8])[H:9],55.51916702,16.75471624
3680,[C:1]([C:2]([C:3]#[C:4][C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]=[C:4]=[C:5]([H:12])[H:13])[H:11])([H:7])([H:8])[H:9].[C:6]([H:10])([H:14])([H:15])[H:16],85.0109933,14.85401883
3681,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1](=[C:2]1[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])[H:9].[C:5](=[O:6])([H:8])[H:14],80.70571801,38.23047984
3682,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([O:6][C:5](=[C:2]1[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])[H:14])([H:7])([H:8])[H:9],88.91023308,31.67511203
3683,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:5]([H:14])[O:6][C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],43.90244698,-0.167948454
3684,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([C@:2]12[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C@@:5]1([H:14])[O:6]2)([H:7])([H:8])[H:9],63.08748802,26.17715521
3685,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:10])[H:11])[C@@:5]1([H:14])[C:4]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9],85.02420743,19.92573338
3686,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([C:5](=[O:6])[H:14])([H:10])[H:11])=[C:4]([H:12])[H:13])([H:7])([H:8])[H:9],70.66973965,-3.084272585
3687,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C-:1]([O+:6]=[C:5]([C:2]1([H:7])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])[H:14])([H:8])[H:9],103.9656158,64.0810919
3688,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([C:2]1=[C:3]([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9].[H:10][H:14],77.03759356,52.76706376
3689,[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([C:5]#[O+:6])[C:3]([H:10])([H:11])[C-:4]1[H:13])([H:7])([H:8])[H:9].[H:12][H:14],107.4568664,75.09379255
